-45912.854931, 15095.544828, 
-47280.391454, 10519.059184, 
6353.170340, -2356.539312, 
-11570.702888, 16855.451863, 
-24599.846208, -29897.565145, 
13905.205049, 12821.045290, 
18728.789307, 20915.492923, 
451.630729, -1592.250054, 
25713.021968, 28002.442002, 
397.886182, -1605.179582, 
23210.250239, -12954.962069, 
2700.908347, -1868.659174, 
-18562.408559, -998.484893, 
-1697.194244, 22233.263494, 
1847.786819, -1792.057717, 
-50297.902925, 1276.257095, 
-5730.063561, 2271.203445, 
4295.356445, -2480.209599, 
-18604.483420, -17857.547047, 
2653.332953, -27157.526720, 
10993.911480, 2669.292031, 
2915.284764, -281.704722, 
-20536.796650, 12600.087006, 
-43805.952253, -25173.532967, 
6087.036060, 13175.489622, 
3059.097245, -8139.592984, 
34630.906416, 1572.068812, 
-311.472352, 7902.404393, 
-1646.159079, -1951.476594, 
30283.605742, 2028.350589, 
-5081.481024, 24537.011175, 
12825.841195, -858.071100, 
-16879.853623, 17413.601339, 
33873.141782, 25793.294664, 
-17340.481218, 3044.950147, 
-5243.207922, 16650.629603, 
6266.460804, 1877.027562, 
3892.779212, -22978.596340, 
203.927327, 14270.378055, 
-7655.176276, 17583.993498, 
-10392.450970, 16401.864051, 
-16682.198104, -5117.643081, 
-1394.071370, 4879.568754, 
-27345.610585, 11629.336746, 
17969.859706, -47958.662078, 
49095.826504, -4259.997755, 
-21362.921973, -4021.044936, 
34490.780745, -40790.959073, 
182.831522, -1772.932945, 
-681.822548, 13609.726299, 
-10405.375079, -16556.712035, 
37109.395802, -53727.184216, 
53057.984055, 26829.714288, 
1029.530831, 272.694223, 
5295.312110, -40571.713795, 
1310.269066, -14037.977143, 
-42305.158945, 4397.625689, 
-7265.852415, -22622.929127, 
20074.951085, -48523.570567, 
-32419.211017, -18810.622695, 
-56122.372440, 24316.529708, 
-41813.443681, 355.178038, 
52304.187839, 7664.306828, 
6816.381521, 22167.956625, 
-6964.864472, -1503.065764, 
-18832.461643, 20162.540841, 
926.393633, -1236.450404, 
3757.227443, 15359.315294, 
-428.852090, 24226.337375, 
6831.163126, 24978.816124, 
-4935.964006, 15804.038272, 
6046.239983, 24575.165452, 
-10262.473431, 23063.000635, 
4059.941168, -42524.626292, 
1953.136712, -4517.916574, 
67818.705352, 22533.971703, 
-1041.006449, -1313.598292, 
9347.666936, -43481.600952, 
-1844.639191, -19485.333580, 
17797.981522, 7927.201338, 
-8804.793836, 22954.855899, 
-15315.926500, -9701.236548, 
670.163973, -1674.062399, 
-13496.782773, -66936.952263, 
3092.117369, -5654.817684, 
32554.211756, 12889.633025, 
-26624.278280, 22351.396810, 
-6474.430100, 21965.172091, 
14351.043302, -64009.565397, 
4804.684721, -20390.047096, 
-68.514763, -390.780368, 
-1527.372049, -24717.932457, 
-4922.842819, 1119.595195, 
24875.347524, 3487.717987, 
-8932.335061, 25192.935473, 
-684.616761, 289.397939, 
-3301.323403, -11699.435397, 
-34434.824100, -4796.765882, 
-1596.422600, 1313.851508, 
34141.931022, 11352.576138, 
-53983.774016, -35822.048552, 
-43627.700135, -19705.990351, 
801.503713, -1399.539204, 
