605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
617491.184476, 399228.166340
605175.058915, 572847.734238
605175.058915, 572847.734238
605175.058915, 572847.734238
