9.997115, 10.061379, 
9.998327, 10.060415, 
9.997265, 10.061312, 
9.996876, 10.061127, 
9.996535, 10.062386, 
9.997121, 10.061212, 
9.997592, 10.061042, 
9.995559, 10.060645, 
9.997442, 10.061028, 
9.992111, 10.064480, 
9.993816, 10.062234, 
9.996722, 10.061710, 
9.996442, 10.061670, 
9.995614, 10.061010, 
9.997528, 10.061141, 
9.994307, 10.061526, 
9.997663, 10.060678, 
9.997406, 10.061070, 
9.997283, 10.061459, 
9.998188, 10.061123, 
9.997909, 10.061997, 
9.996847, 10.061229, 
9.996825, 10.063452, 
10.001227, 10.052170, 
9.997177, 10.060655, 
9.996812, 10.061994, 
9.999501, 10.064573, 
9.998397, 10.060887, 
9.997953, 10.063687, 
9.998116, 10.060279, 
9.997207, 10.061421, 
9.997704, 10.061146, 
9.997989, 10.061042, 
9.997024, 10.061702, 
10.000337, 10.063927, 
9.997228, 10.061292, 
9.997233, 10.061324, 
9.996803, 10.063656, 
9.997351, 10.061283, 
9.999764, 10.053928, 
12.061099, 9.974667, 
12.061104, 9.974669, 
12.061852, 9.975060, 
12.061091, 9.974658, 
12.061443, 9.974593, 
12.061172, 9.974666, 
12.062509, 9.977148, 
12.061007, 9.971411, 
12.060472, 9.974942, 
12.061602, 9.974360, 
12.053849, 9.975954, 
12.069420, 10.023267, 
12.061575, 9.974727, 
12.062619, 9.974746, 
12.061344, 9.974448, 
12.061706, 9.975060, 
12.062273, 9.975261, 
12.060937, 9.974236, 
12.060720, 9.974599, 
12.058583, 9.974807, 
12.061363, 9.972905, 
12.059321, 9.975924, 
12.061103, 9.973977, 
12.060984, 9.974551, 
12.060113, 9.975604, 
12.061672, 9.984487, 
12.059119, 9.973577, 
12.064166, 9.973839, 
12.068149, 10.023782, 
12.061240, 9.974510, 
12.060575, 9.973848, 
12.060822, 9.974753, 
12.061109, 9.974627, 
12.059529, 9.975003, 
12.061211, 9.974641, 
12.061007, 9.974243, 
12.061023, 9.974681, 
12.061254, 9.974635, 
12.061384, 9.975610, 
12.061208, 9.975710, 
11.195406, 11.600193, 
11.194997, 11.600155, 
11.195258, 11.600277, 
11.195310, 11.600120, 
11.195285, 11.600291, 
11.195033, 11.600451, 
11.195144, 11.600398, 
11.197279, 11.596473, 
11.195050, 11.599985, 
11.195283, 11.598205, 
11.196859, 11.601373, 
11.195292, 11.600319, 
11.195214, 11.600716, 
11.195186, 11.600589, 
11.196257, 11.601216, 
11.195316, 11.598727, 
11.193993, 11.600571, 
11.195276, 11.600301, 
11.195743, 11.600971, 
11.195051, 11.600220, 
11.193955, 11.604898, 
11.194955, 11.599992, 
11.196980, 11.599359, 
11.195246, 11.601629, 
11.195360, 11.600271, 
11.195303, 11.600326, 
11.195928, 11.600248, 
11.194425, 11.598425, 
11.195275, 11.600290, 
11.196562, 11.602118, 
11.194940, 11.600004, 
11.214269, 11.623159, 
11.195259, 11.595127, 
11.196624, 11.599989, 
11.195298, 11.600318, 
11.196650, 11.601262, 
11.195520, 11.600135, 
11.195332, 11.600335, 
11.193932, 11.600511, 
11.196149, 11.600763, 
9.584397, 11.872956, 
9.581578, 11.871102, 
9.580355, 11.869565, 
9.584307, 11.873994, 
9.582112, 11.870474, 
9.582630, 11.870907, 
9.576297, 11.862593, 
11.191791, 11.598865, 
9.582056, 11.871243, 
9.582122, 11.870331, 
9.581758, 11.870748, 
9.586123, 11.871596, 
9.577546, 11.874114, 
9.581879, 11.871227, 
9.582058, 11.870988, 
9.582064, 11.870947, 
9.581822, 11.871088, 
9.582110, 11.870908, 
9.583123, 11.870869, 
9.582766, 11.871271, 
9.581549, 11.871815, 
9.582687, 11.871903, 
9.581225, 11.871667, 
9.580643, 11.866158, 
9.581570, 11.871104, 
9.582581, 11.870491, 
9.581270, 11.869915, 
9.582109, 11.870975, 
9.580468, 11.870566, 
9.577030, 11.874918, 
9.584578, 11.872595, 
9.582943, 11.870842, 
9.581985, 11.870754, 
9.582286, 11.870311, 
9.582002, 11.870983, 
9.582682, 11.871115, 
9.583486, 11.869735, 
9.579223, 11.870317, 
9.579474, 11.870815, 
11.186845, 11.600301, 
8.139246, 10.839046, 
8.139546, 10.838641, 
8.139571, 10.838881, 
8.139524, 10.839005, 
8.139497, 10.839025, 
8.139275, 10.839502, 
8.139495, 10.839108, 
8.140279, 10.839628, 
8.140417, 10.838382, 
8.140230, 10.837451, 
8.139504, 10.839016, 
8.139279, 10.839038, 
8.138598, 10.841150, 
8.139041, 10.839097, 
8.140439, 10.833909, 
8.139490, 10.838975, 
8.139029, 10.834267, 
8.139510, 10.839006, 
8.139500, 10.839039, 
8.139515, 10.839051, 
8.139514, 10.839061, 
8.141578, 10.840290, 
8.139576, 10.838992, 
8.135036, 10.832884, 
8.139769, 10.841408, 
8.140959, 10.839809, 
8.139260, 10.839366, 
8.139350, 10.838713, 
8.141466, 10.842014, 
8.139507, 10.839123, 
8.138560, 10.840765, 
8.138086, 10.839305, 
8.139408, 10.838969, 
8.139340, 10.839193, 
8.139166, 10.839987, 
8.139544, 10.839338, 
8.139738, 10.838985, 
8.139571, 10.839128, 
8.139583, 10.838998, 
8.139814, 10.837071, 
8.095212, 9.062004, 
8.095363, 9.059586, 
8.095720, 9.060008, 
8.095701, 9.060060, 
8.096896, 9.058518, 
8.101210, 9.054567, 
8.095591, 9.056801, 
8.089301, 9.061855, 
8.095805, 9.058740, 
8.093301, 9.061998, 
8.095713, 9.060001, 
8.096033, 9.059901, 
8.095622, 9.060337, 
8.095875, 9.060017, 
8.095413, 9.059901, 
8.094175, 9.058478, 
8.095757, 9.060031, 
8.096102, 9.059787, 
8.096051, 9.059792, 
8.095690, 9.060093, 
8.093764, 9.062438, 
8.098312, 9.056984, 
8.095682, 9.060057, 
8.095696, 9.060067, 
8.097733, 9.060410, 
8.095147, 9.059740, 
8.095746, 9.060012, 
8.095562, 9.060127, 
8.095434, 9.059760, 
8.095680, 9.059983, 
8.096128, 9.061104, 
8.095701, 9.060203, 
8.095174, 9.064996, 
8.095959, 9.059968, 
8.095236, 9.060553, 
8.096489, 9.060796, 
8.095421, 9.059651, 
8.095771, 9.060115, 
8.094636, 9.059958, 
8.095878, 9.060308, 
9.472310, 7.986584, 
9.475640, 7.984362, 
9.472065, 7.983452, 
9.472716, 7.983261, 
9.472630, 7.983304, 
8.099254, 9.056529, 
9.472340, 7.982778, 
9.472561, 7.983291, 
