0.169253, -0.045752, 
-0.244217, 0.225156, 
-0.089752, 0.063973, 
0.245717, 0.143582, 
0.175233, -0.266616, 
0.149973, 0.148156, 
-0.202905, 0.163862, 
0.403782, 0.191505, 
-0.124986, 0.207096, 
0.282237, -0.146906, 
0.415170, -0.029972, 
0.233508, -0.132735, 
0.311533, -0.099319, 
0.405561, 0.120645, 
-0.201935, 0.124183, 
0.489510, 0.012276, 
-0.149905, 0.252682, 
-0.110494, 0.200197, 
-0.073115, -0.153109, 
-0.311795, 0.053189, 
-0.252863, -0.237002, 
0.259008, 0.097542, 
0.024512, -0.338883, 
-0.030178, 0.303215, 
0.041253, 0.313739, 
0.155162, -0.238302, 
-0.126503, -0.286867, 
-0.312603, 0.116866, 
-0.157795, -0.376322, 
-0.218636, 0.275651, 
0.045088, -0.127359, 
-0.237656, 0.090247, 
-0.273314, 0.100702, 
0.109498, -0.194122, 
-0.262033, -0.219748, 
0.051306, 0.116497, 
0.070944, 0.037407, 
0.016439, -0.330449, 
-0.166142, 0.060210, 
-0.034180, 0.374102, 
0.024702, -0.014749, 
-0.013589, -0.028802, 
-0.291161, -0.127877, 
0.066643, 0.045080, 
-0.241579, 0.033085, 
-0.152392, -0.002958, 
-0.242091, -0.370780, 
-0.061061, 0.316214, 
0.272467, -0.082538, 
-0.251256, 0.146050, 
0.222836, 0.003474, 
-0.253777, -0.324447, 
-0.269169, -0.023290, 
-0.405180, -0.025464, 
-0.177292, 0.151418, 
-0.257590, -0.145881, 
-0.344803, -0.148644, 
0.074161, 0.196518, 
0.261886, 0.030551, 
0.456908, -0.004789, 
-0.087760, 0.361052, 
0.328301, -0.149713, 
-0.028819, 0.257439, 
0.129492, 0.089432, 
0.234719, -0.171226, 
-0.213486, -0.307526, 
0.383562, 0.152313, 
-0.473093, 0.118554, 
-0.339695, -0.183506, 
-0.131053, 0.147493, 
0.168960, 0.236410, 
0.221079, -0.058942, 
-0.032746, 0.103556, 
0.386279, -0.053532, 
-0.159773, 0.031497, 
0.032377, 0.202864, 
0.152246, -0.034598, 
-0.180139, 0.033426, 
-0.107601, -0.281490, 
-0.042221, -0.302244, 
-0.117727, 0.102119, 
0.196186, 0.112657, 
0.085885, 0.047883, 
-0.005329, 0.187574, 
-0.022403, -0.036200, 
0.142075, -0.116149, 
0.149449, -0.128183, 
-0.094486, 0.238073, 
0.127721, 0.188295, 
0.029748, 0.332288, 
-0.350627, -0.218226, 
-0.019492, -0.103216, 
0.039291, -0.240589, 
0.078407, -0.213830, 
-0.266359, -0.251996, 
0.024406, 0.311970, 
0.202705, -0.035067, 
0.022846, -0.078372, 
-0.156389, -0.259381, 
0.189243, 0.066835, 
0.130431, -0.529259, 
0.174686, 0.162330, 
-0.334049, 0.185400, 
0.011272, -0.369298, 
-0.105288, 0.030572, 
-0.050628, -0.098999, 
-0.244366, 0.009035, 
0.137806, 0.355475, 
0.053480, -0.025306, 
-0.243743, -0.339907, 
0.174893, 0.169861, 
-0.445560, -0.521243, 
0.033444, 0.345481, 
-0.322863, 0.066114, 
-0.036041, -0.097458, 
-0.333886, -0.223402, 
-0.147937, 0.102813, 
-0.079934, -0.092477, 
0.210848, -0.014520, 
-0.280227, -0.153200, 
-0.214957, -0.337043, 
0.233096, -0.102975, 
0.186275, 0.215172, 
-0.260937, -0.436954, 
-0.003825, 0.246801, 
-0.195582, 0.005466, 
-0.071323, 0.149178, 
0.140025, 0.186519, 
0.009639, -0.234790, 
0.012601, 0.242374, 
0.166228, 0.122865, 
-0.088419, -0.135981, 
0.419328, -0.341992, 
0.136561, -0.206836, 
0.000867, -0.116089, 
-0.073791, -0.007642, 
0.179589, -0.125884, 
-0.095945, 0.082690, 
-0.238231, 0.010704, 
-0.224248, -0.148780, 
0.176149, -0.295272, 
-0.185691, -0.306026, 
0.270689, -0.240613, 
0.083208, 0.263071, 
0.234837, -0.103012, 
-0.151315, 0.189051, 
0.103650, 0.240400, 
-0.110302, -0.058559, 
0.246605, 0.008349, 
0.404248, -0.385483, 
-0.211550, -0.291071, 
-0.217011, 0.023938, 
0.065040, 0.203402, 
-0.057482, 0.235481, 
0.116821, -0.082559, 
-0.210829, -0.096282, 
-0.167903, 0.194925, 
0.332705, 0.016676, 
0.330149, -0.072877, 
0.049594, 0.146949, 
0.240794, -0.003712, 
-0.043898, 0.230304, 
-0.073160, 0.179597, 
-0.027483, 0.110016, 
0.067861, 0.062357, 
0.145020, -0.230375, 
0.056643, -0.139111, 
-0.195219, -0.121663, 
-0.292350, 0.197358, 
-0.201013, 0.290504, 
0.023945, 0.090923, 
0.229361, 0.001738, 
0.204622, -0.410550, 
0.294158, -0.034586, 
-0.170898, 0.093042, 
0.037165, 0.124607, 
0.006921, 0.145271, 
0.004843, 0.105191, 
0.075608, 0.023205, 
0.041028, -0.035557, 
0.015067, -0.084396, 
-0.289771, -0.129876, 
-0.124917, 0.094844, 
0.401763, 0.213020, 
0.021392, -0.395557, 
-0.270959, -0.093008, 
0.169772, -0.206926, 
0.108899, 0.194855, 
-0.146265, -0.298969, 
0.021132, -0.157074, 
0.236985, -0.363335, 
0.430051, -0.068598, 
0.147818, 0.085217, 
0.174352, -0.146921, 
0.135176, -0.321971, 
-0.015710, -0.223882, 
-0.231168, 0.062321, 
-0.092410, -0.128859, 
-0.139764, 0.078974, 
-0.102049, 0.302683, 
0.075695, -0.259830, 
0.209229, 0.232775, 
-0.069109, 0.043762, 
0.025106, -0.093492, 
-0.145058, 0.219888, 
0.017522, 0.109313, 
0.117138, 0.478062, 
0.615762, -0.070966, 
0.041889, 0.350512, 
0.389605, -0.230790, 
0.005862, 0.094849, 
-0.223017, 0.058565, 
0.048176, -0.181078, 
-0.193678, -0.010584, 
0.234572, 0.114611, 
0.347494, 0.358677, 
-0.127629, -0.030220, 
-0.211143, 0.099447, 
-0.205822, 0.123733, 
0.035172, -0.105602, 
0.315036, -0.279183, 
-0.111471, 0.230327, 
0.082322, -0.055444, 
0.045397, -0.094832, 
-0.412518, -0.119390, 
0.287276, 0.165010, 
-0.119542, 0.016968, 
0.160248, -0.057269, 
0.208820, 0.191048, 
0.098028, 0.100834, 
-0.169295, -0.246700, 
-0.012230, -0.147730, 
0.048772, -0.151405, 
-0.222456, 0.030540, 
0.191238, -0.158623, 
-0.274832, -0.225100, 
0.193371, 0.234385, 
-0.099349, -0.122446, 
0.375526, 0.058332, 
