START ITHAKI GPS TRACKING
$GPGGA,103515.000,4037.6180,N,02257.5875,E,2,06,2.1,39.0,M,36.1,M,2.0,0000*49
$GPGGA,103516.000,4037.6180,N,02257.5875,E,2,06,2.1,39.0,M,36.1,M,2.0,0000*4A
$GPGGA,103517.000,4037.6180,N,02257.5874,E,2,06,2.1,39.1,M,36.1,M,2.0,0000*4B
$GPGGA,103518.000,4037.6180,N,02257.5874,E,2,06,2.1,39.1,M,36.1,M,2.0,0000*44
$GPGGA,103519.000,4037.6180,N,02257.5874,E,2,06,2.1,39.2,M,36.1,M,2.0,0000*46
$GPGGA,103520.000,4037.6180,N,02257.5874,E,2,06,2.1,39.2,M,36.1,M,2.0,0000*4C
$GPGGA,103521.000,4037.6180,N,02257.5874,E,2,06,2.1,39.2,M,36.1,M,2.0,0000*4D
$GPGGA,103522.000,4037.6180,N,02257.5873,E,2,06,2.1,39.3,M,36.1,M,3.0,0000*49
$GPGGA,103523.000,4037.6180,N,02257.5873,E,2,06,2.1,39.3,M,36.1,M,2.0,0000*49
$GPGGA,103524.000,4037.6179,N,02257.5873,E,2,06,2.1,39.4,M,36.1,M,2.0,0000*4F
STOP ITHAKI GPS TRACKING
